word,synonym
high,high-pitched
adenoidal,pinched
adenoidal,nasal
countertenor,alto
peaky,spiky
shrill,sharp
screaky,screechy
screaky,squeaking
screaky,squeaky
screaky,squealing
soprano,treble
low,low-pitched
alto,contralto
bass,deep
contrabass,double-bass
apish,apelike
echoic,imitative
echoic,onomatopoeic
echoic,onomatopoeical
echoic,onomatopoetic
multistory,multistorey
multistory,multistoried
storied,storeyed
upland,highland
alpestrine,subalpine
low-lying,sea-level
homologic,homological
heterologous,heterologic
heterologous,heterological
honest,honorable
dishonest,dishonorable
ambidextrous,deceitful
ambidextrous,double-dealing
ambidextrous,duplicitous
ambidextrous,Janus-faced
ambidextrous,two-faced
ambidextrous,double-faced
ambidextrous,double-tongued
deceitful,fallacious
deceitful,fraudulent
deceptive,misleading
deceptive,shoddy
rascally,roguish
rascally,scoundrelly
rascally,blackguardly
thieving,thievish
truthful,true
honorable,honourable
august,revered
august,venerable
time-honored,time-honoured
dishonorable,dishonourable
black,disgraceful
black,ignominious
black,inglorious
black,opprobrious
black,shameful
debasing,degrading
anticipant,anticipative
anticipant,expectant
abject,unhopeful
black,bleak
black,dim
despairing,desperate
despondent,heartsick
helpless,lost
institutionalized,institutionalised
noninstitutionalized,noninstitutionalised
institutionalized,institutionalised
inconsolable,disconsolate
inconsolable,unconsolable
naiant,swimming
vertical,perpendicular
upright,unsloped
atilt,canted
atilt,leaning
atilt,tilted
atilt,tipped
aslant,aslope
aslant,diagonal
aslant,slanted
aslant,slanting
aslant,sloped
aslant,sloping
skew,skewed
erect,vertical
erect,upright
rampant,rearing
straight,unbent
straight,unbowed
accumbent,decumbent
accumbent,recumbent
bended,bent
cernuous,drooping
cernuous,nodding
cernuous,pendulous
cernuous,weeping
dormant,sleeping
flat,prostrate
hunched,round-backed
hunched,round-shouldered
hunched,stooped
hunched,stooping
hunched,crooked
prone,prostrate
supine,resupine
seated,sitting
gushing,pouring
jetting,spouting
jetting,spurting
jetting,squirting
dead,stagnant
passing,pass
kind,genial
bare,barren
bare,bleak
bare,desolate
bare,stark
godforsaken,waste
godforsaken,wild
hostile,uncongenial
hostile,unfriendly
aggressive,belligerent
antagonistic,antipathetic
antagonistic,antipathetical
opponent,opposing
unfriendly,inimical
friendly,favorable
friendly,well-disposed
well-meaning,unthreatening
baking,baking_hot
blistering,blistery
calefacient,warming
calefactory,calefactive
fervent,fervid
fiery,igneous
heated,heated_up
heated,het
heated,het_up
sultry,stifling
sultry,sulfurous
sultry,sulphurous
sweltering,sweltry
tropical,tropic
white,white-hot
arctic,frigid
arctic,gelid
arctic,glacial
arctic,icy
arctic,polar
bleak,cutting
bleak,raw
chilly,parky
crisp,frosty
crisp,nipping
crisp,nippy
crisp,snappy
frosty,rimed
frosty,rimy
refrigerant,refrigerating
unheated,unwarmed
spring-flowering,early-flowering
spring-flowering,spring-blooming
spring-flowering,early-blooming
spring-flowering,late-spring-blooming
aestival,estival
summer-flowering,summer-blooming
autumn-flowering,autumn-blooming
autumn-flowering,fall-flowering
autumn-flowering,fall-blooming
autumn-flowering,late-flowering
autumn-flowering,late-blooming
wintry,wintery
brumal,hibernal
brumal,hiemal
winter-blooming,winter-flowering
fiery,flaming
red-hot,sizzling
sensual,sultry
emotionless,passionless
frigid,frosty
frigid,frozen
frigid,glacial
frigid,icy
frigid,wintry
anthropoid,manlike
anthropomorphic,anthropomorphous
anthropomorphic,humanlike
fallible,frail
fallible,imperfect
fallible,weak
hominian,hominid
anthropoid,anthropoidal
anthropoid,apelike
dehumanized,dehumanised
dehumanized,unhuman
divine,godlike
herculean,powerful
human-centered,human-centred
human-centered,humanist
human-centered,humanistic
human-centered,humanitarian
barbarous,brutal
barbarous,cruel
barbarous,fell
barbarous,roughshod
barbarous,savage
barbarous,vicious
beastly,bestial
beastly,brute
beastly,brutish
beastly,brutal
cold,cold-blooded
cold,inhuman
cold,insensate
pitiless,unkind
humorous,humourous
bantering,facetious
bantering,tongue-in-cheek
buffoonish,clownish
buffoonish,clownlike
buffoonish,zany
amusing,comic
amusing,comical
amusing,funny
amusing,laughable
amusing,mirthful
amusing,risible
dry,ironic
dry,ironical
dry,wry
farcical,ludicrous
farcical,ridiculous
hilarious,screaming
hilarious,uproarious
jesting,jocose
jesting,jocular
jesting,joking
killing,sidesplitting
seriocomic,seriocomical
tragicomic,tragicomical
humorless,humourless
humorless,unhumorous
empty,empty-bellied
famished,ravenous
famished,sharp-set
famished,starved
famished,esurient
flying,quick
flying,fast
hasty,headlong
hasty,overhasty
hasty,precipitate
hasty,precipitant
hasty,precipitous
helter-skelter,pell-mell
rush,rushed
careful,deliberate
careful,measured
easy,easygoing
easy,leisurely
classifiable,distinctive
recognizable,recognisable
recognizable,placeable
unrecognizable,unrecognisable
immanent,subjective
transeunt,transient
dicky,dickey
diminished,lessened
diminished,vitiated
diminished,weakened
dyslectic,dyslexic
important,of_import
all-important,all_important
all-important,crucial
all-important,essential
all-important,of_the_essence
cardinal,central
cardinal,fundamental
cardinal,key
cardinal,primal
chief,main
chief,primary
chief,principal
chief,master
consequential,eventful
grave,grievous
grave,heavy
grave,weighty
great,outstanding
inconsequent,inconsequential
immaterial,indifferent
fiddling,footling
fiddling,lilliputian
fiddling,little
fiddling,niggling
fiddling,piddling
fiddling,piffling
fiddling,petty
fiddling,picayune
fiddling,trivial
nickel-and-dime,small-time
amazing,awe-inspiring
amazing,awesome
amazing,awful
amazing,awing
arresting,sensational
arresting,stunning
astonishing,astounding
astonishing,staggering
astonishing,stupefying
baronial,imposing
baronial,noble
baronial,stately
dazzling,eye-popping
dazzling,fulgurant
dazzling,fulgurous
dramatic,spectacular
dramatic,striking
expansive,grand
expansive,heroic
gallant,lofty
gallant,majestic
gallant,proud
brilliant,glorious
brilliant,magnificent
brilliant,splendid
detectable,perceptible
discernible,evident
discernible,observable
marked,pronounced
insignificant,undistinguished
built,reinforced
dirt,ungraded
apt,disposed
apt,given
apt,minded
apt,tending
fond,partial
antipathetic,antipathetical
antipathetic,averse
antipathetic,indisposed
antipathetic,loath
antipathetic,loth
inbound,inward
future,next
future,succeeding
inflowing,influent
outbound,outward
outbound,outward-bound
effluent,outflowing
past,preceding
past,retiring
illative,inferential
decadent,effete
dissipated,betting
dissipated,card-playing
dissipated,sporting
epicurean,luxurious
epicurean,luxuriant
epicurean,sybaritic
epicurean,voluptuary
epicurean,voluptuous
hedonic,hedonistic
hedonic,epicurean
intemperate,hard
intemperate,heavy
nonindulgent,strict
austere,stern
blue,puritanic
blue,puritanical
corrective,disciplinary
corrective,disciplinal
renunciant,renunciative
renunciant,self-abnegating
renunciant,self-denying
self-disciplined,self-restraining
severe,spartan
developed,highly-developed
industrialized,industrialised
developing,underdeveloped
unindustrialized,unindustrialised
catching,communicable
catching,contagious
catching,contractable
catching,transmissible
catching,transmittable
corrupting,contaminating
noncommunicable,noncontagious
noncommunicable,nontransmissible
chthonian,chthonic
chthonian,nether
Hadean,Plutonian
Hadean,Tartarean
informative,informatory
advisory,consultative
advisory,consultatory
advisory,consultive
exemplifying,illustrative
revealing,telling
revealing,telltale
agnostic,agnostical
nescient,unbelieving
abreast,au_courant
abreast,au_fait
abreast,up_on
conversant,familiar
educated,enlightened
hep,hip
hep,hip_to
knowing,wise
knowing,wise_to
knowledgeable,knowing
ignorant,unknowledgeable
ignorant,unknowing
ignorant,unwitting
innocent,unacquainted
uninstructed,unenlightened
uninstructed,naive
ingenuous,artless
candid,open
candid,heart-to-heart
disingenuous,artful
distorted,misrepresented
distorted,perverted
distorted,twisted
colonized,colonised
colonized,settled
occupied,tenanted
populous,thickly_settled
abandoned,derelict
abandoned,deserted
unoccupied,untenanted
unpeopled,unpopulated
lonely,solitary
lonely,unfrequented
inheritable,heritable
ancestral,hereditary
ancestral,patrimonial
ancestral,transmissible
familial,genetic
familial,hereditary
familial,inherited
familial,transmitted
familial,transmissible
noninheritable,nonheritable
congenital,inborn
congenital,innate
nonhereditary,nontransmissible
pent-up,repressed
smothered,stifled
smothered,strangled
smothered,suppressed
black-and-blue,livid
disjointed,dislocated
disjointed,separated
hurt,wounded
lacerate,lacerated
lacerate,mangled
lacerate,torn
intact,inviolate
unharmed,unhurt
unharmed,unscathed
unharmed,whole
innocent,guiltless
innocent,clean-handed
absolved,clear
absolved,cleared
absolved,exculpated
absolved,exonerated
absolved,vindicated
acquitted,not_guilty
blameless,inculpable
blameless,irreproachable
blameless,unimpeachable
blameworthy,blamable
blameworthy,blameable
blameworthy,blameful
blameworthy,censurable
blameworthy,culpable
chargeable,indictable
finable,fineable
ennobling,exalting
instructive,informative
clarifying,elucidative
demonstrative,illustrative
didactic,didactical
expository,expositive
interpretative,interpretive
edifying,enlightening
unedifying,unenlightening
enlightening,informative
enlightening,illuminating
unenlightening,unilluminating
co-ed,coeducational
desegrated,nonsegregated
desegrated,unsegregated
interracial,mixed
segregated,unintegrated
isolated,quarantined
white,lily-white
coordinated,co-ordinated
coordinated,interconnected
coordinated,unified
tight-knit,tightly_knit
nonintegrated,unintegrated
homogenized,homogenised
unhomogenized,unhomogenised
occluded,sorbed
uncompounded,unmixed
combinative,combinatory
combinative,combinatorial
consolidative,unifying
endogenic,endogenetic
highbrow,highbrowed
good,serious
anti-intellectual,philistine
lowbrow,lowbrowed
lowbrow,uncultivated
agile,nimble
apt,clever
brainy,brilliant
brainy,smart_as_a_whip
bright,smart
natural,born
natural,innate
quick,ready
searching,trenchant
unintelligent,stupid
brainless,headless
slurred,thick
conscious,witting
deliberate,calculated
deliberate,measured
intentional,knowing
well-intentioned,well-meaning
well-intentioned,well-meant
accidental,inadvertent
causeless,fortuitous
causeless,uncaused
unintentional,unplanned
unintentional,unwitting
designed,intentional
aggravating,exacerbating
aggravating,exasperating
augmentative,enhancive
deepening,thickening
alleviative,alleviatory
alleviative,lenitive
alleviative,mitigative
alleviative,mitigatory
alleviative,palliative
analgesic,analgetic
analgesic,anodyne
interspecies,interspecific
intraspecies,intraspecific
apathetic,indifferent
blase,bored
dulled,benumbed
absorbing,engrossing
absorbing,fascinating
absorbing,gripping
absorbing,riveting
amusing,amusive
amusing,diverting
boring,deadening
boring,dull
boring,ho-hum
boring,irksome
boring,slow
boring,tedious
boring,tiresome
boring,wearisome
insipid,jejune
narcotic,soporiferous
narcotic,soporific
pedestrian,prosaic
pedestrian,prosy
pedestrian,earthbound
internal,intragroup
interscholastic,interschool
intrinsic,intrinsical
built-in,constitutional
built-in,inbuilt
built-in,inherent
built-in,integral
inner,internal
inner,intimate
alien,foreign
external,extraneous
external,outside
introspective,introverted
introspective,self-examining
extrospective,extroverted
introversive,introvertive
introvertish,shut-in
extroversive,extraversive
extrovert,extravert
extrovert,extroverted
extrovert,extraverted
extrovert,extrovertive
extrovert,extravertive
encroaching,invasive
encroaching,trespassing
interfering,meddlesome
interfering,meddling
interfering,officious
interfering,busy
interfering,busybodied
unintrusive,not_intrusive
beetle,beetling
bellied,bellying
bellied,bulbous
bellied,bulging
bellied,bulgy
bellied,protuberant
jutting,projected
jutting,projecting
jutting,protruding
jutting,relieved
jutting,sticking
jutting,sticking_out
underhung,undershot
underhung,underslung
ventricose,ventricous
igneous,eruptive
aqueous,sedimentary
irruptive,plutonic
aggressive,fast-growing
aggressive,strong-growing
animating,enlivening
bracing,brisk
bracing,fresh
bracing,refreshing
bracing,refreshful
bracing,tonic
exhilarating,stimulating
life-giving,vitalizing
renewing,restorative
renewing,reviving
renewing,revitalizing
renewing,revitalising
debilitative,enervating
debilitative,enfeebling
debilitative,weakening
draining,exhausting
tantalizing,tantalising
tantalizing,tempting
tantalizing,tantalising
unattractive,untempting
in_vitro,ex_vivo
smoothed,smoothened
unironed,wrinkled
drip-dry,permanent-press
wrinkled,wrinkly
unwrinkled,wrinkleless
isotropic,isotropous
aeolotropic,eolotropic
doleful,mournful
melancholy,melancholic
pensive,wistful
tragic,tragical
tragicomic,tragicomical
anguished,tormented
anguished,tortured
bereaved,bereft
bereaved,grief-stricken
bereaved,grieving
bereaved,mourning
bereaved,sorrowing
brokenhearted,heartbroken
brokenhearted,heartsick
dolorous,dolourous
dolorous,lachrymose
dolorous,tearful
dolorous,weeping
grievous,heartbreaking
grievous,heartrending
lamenting,wailing
lamenting,wailful
mournful,plaintive
woebegone,woeful
ecstatic,enraptured
ecstatic,rapturous
ecstatic,rapt
ecstatic,rhapsodic
elated,gleeful
elated,joyful
elated,jubilant
gay,festal
gay,festive
gay,merry
gay,jocund
gay,jolly
gay,jovial
gay,merry
gay,mirthful
funereal,sepulchral
lush,succulent
fitting,meet
retributive,retributory
retributive,vindicatory
merited,deserved
benignant,gracious
charitable,benevolent
charitable,kindly
charitable,sympathetic
charitable,good-hearted
charitable,openhearted
charitable,large-hearted
kindhearted,kind-hearted
cutting,edged
cutting,stinging
harsh,rough
unkindly,unsympathetic
knowable,cognizable
knowable,cognisable
knowable,cognoscible
celebrated,famed
celebrated,far-famed
celebrated,famous
celebrated,illustrious
celebrated,notable
celebrated,noted
celebrated,renowned
chartless,uncharted
chartless,unmapped
unbeknown,unbeknownst
undiscovered,unexplored
appreciated,apprehended
appreciated,comprehended
interpreted,taken
labeled,labelled
labeled,tagged
unlabeled,unlabelled
unlabeled,untagged
unlamented,unmourned
oceangoing,seafaring
oceangoing,seagoing
oversea,overseas
suboceanic,subocean
laureled,laurelled
laureled,crowned
unlaureled,unlaurelled
large,big
ample,sizable
ample,sizeable
astronomic,astronomical
astronomic,galactic
bigger,larger
biggish,largish
blown-up,enlarged
bouffant,puffy
broad,spacious
broad,wide
colossal,prodigious
colossal,stupendous
enormous,tremendous
elephantine,gargantuan
elephantine,giant
elephantine,jumbo
epic,heroic
epic,larger-than-life
extensive,extended
gigantic,mammoth
huge,immense
huge,vast
huge,Brobdingnagian
hulking,hulky
humongous,banging
humongous,thumping
humongous,whopping
humongous,walloping
king-size,king-sized
life-size,lifesize
life-size,life-sized
life-size,full-size
macroscopic,macroscopical
massive,monolithic
massive,monumental
outsize,outsized
outsize,oversize
outsize,oversized
overlarge,too_large
queen-size,queen-sized
small,little
bantam,diminutive
bantam,lilliputian
bantam,midget
bantam,petite
bantam,tiny
bantam,flyspeck
bitty,bittie
bitty,teensy
bitty,teentsy
bitty,teeny
bitty,wee
bitty,weeny
bitty,weensy
bitty,teensy-weensy
bitty,teeny-weeny
bitty,itty-bitty
bitty,itsy-bitsy
elfin,elflike
infinitesimal,minute
microscopic,microscopical
minuscule,miniscule
pocket-size,pocket-sized
pocket-size,pocketable
puny,runty
puny,shrimpy
slender,slim
smaller,littler
undersize,undersized
law-abiding,observant
lawless,outlaw
wide-open,lawless
antiknock,antiknocking
unleaded,leadless
lead-free,nonleaded
drafty,draughty
